IDOS5,IDOS30,IDOS60,IDOS100,KNN5,KNN30,KNN60,KNN100,LIC5,LIC30,LIC60,LIC100,LOF5,LOF30,LOF60,LOF100,LOOP5,LOOP30,LOOP60,LOOP100,SOD5,SOD30,SOD60,SOD100
0.909962187,0.90821974,0.73553586,0.573467302,232.6435041,13561.4128,13987.62414,13997.78229,377.1932729,16248.13098,22236.41028,24544.53669,1.035794088,3.513591514,29.22559036,135.4604134,0,1.06E-04,0.010214496,0.035674957,1.822935496,1.743618369,17.31196516,92.84497089
1.876708245,2.202188881,1.95184865,1.187336484,627.7451712,662.6084817,668.683034,679.6271036,1168.346856,1301.440632,1320.584685,1340.629148,2.165827212,26.36726498,21.7400047,16.33478533,0.010647547,0.053774577,0.162997565,0.265708046,4.173632237,24.68610599,21.44877889,20.53655576
1.296691258,1.628026854,3.81597283,4.334960244,384.0169267,446.4661241,447.9151705,451.5495543,732.796854,873.272856,884.8928847,893.6290768,1.539685341,16.85332811,14.39507545,10.87399959,0.002647833,0.02525988,0.086002255,0.151877227,3.085408239,12.32384691,7.29549027,6.219604521
0.707096414,0.912284176,0.593806033,0.395792309,73.08898686,26952.12203,1000000.004,1000000.005,115.2427571,33114.52877,1454473.706,1672684.228,0.943777038,0.996710723,14079.81743,14187.82482,9.13E-04,0,0.009562253,0.035035743,0.305059379,14.04479825,165.5049391,35.73919949
0.845148102,1.287493046,0.638129406,0.489826633,9398.652935,13796.20451,16672.39635,16686.42143,17054.17694,23469.94321,29616.36521,31125.55205,39.41061147,1.057142702,14.46255717,137.0960134,0.024414576,0.004025924,0.014308693,0.044262411,6.966880391,2.285472294,323.6454618,312.5655143
0.796052591,0.935916678,0.868973415,1.055717773,6.557438524,15.3622915,21,28.54820485,11.2568156,25.27948141,35.27040445,46.63032866,0.983696888,0.984992862,0.951008736,0.953332324,0,0,0,0,0.105234881,0.110273473,0.160816419,0.17633946
0.992524137,0.959689054,0.803721899,0.787405692,9.273618495,19.36491673,36.90528417,57.6020833,17.13048442,32.31194751,57.76062325,88.99896414,1.006634331,1.016161302,1.063791263,1.007755818,0,0,0.001028559,0.003060646,0.106065684,0.203717102,0.766492451,0.693358598
0.802573679,1.046347205,0.848698118,0.901561786,8.660254038,19.92485885,34.62657939,48.56953778,15.40095476,33.86809097,56.01333473,77.94117232,1.030270511,1.029834344,1.092265266,1.064109816,0,0,0.001892252,0.003600389,0.132651317,1.433421358,3.726141791,4.750202587
0.807141996,1.350399444,1.537836426,1.057939261,12.64911064,18.78829423,25.45584412,40.43513324,22.48374022,34.0065409,44.03088979,64.69007499,1.02288319,0.961212554,1.017724656,0.982384983,9.90E-06,3.11E-04,0,0,0.036369648,0.148819047,0.289452356,1.70183543
1.509163462,0.89984477,1.063643535,0.919645754,7.483314774,14.93318452,21.33072901,36.82390528,13.74117197,26.00940775,36.02607525,56.85590633,0.99027526,0.966230415,1.019245801,1.01291395,2.69E-04,0,0,0,0.088317609,0.200869774,0.298890912,1.014188642
0.953293888,0.739042474,1.248581469,0.781974706,308.5482134,13748.02018,20983.17988,27164.91077,538.5925446,19027.70416,30988.11842,43883.45032,0.996380912,4.118624222,1.146283676,212.9561254,0,0.001653175,0.001659166,0.019431228,0.813905216,18.89703999,28.21374576,512.7275819
0.531958333,0.915789083,0.907541272,0.892849774,10.39230485,20.32240143,32.09361307,48.7954916,17.25689317,33.62309774,51.61537473,76.64201965,0.969715964,0.986638847,1.021495969,0.995806339,0,8.80E-05,2.33E-04,4.81E-04,0.138332218,0.149760938,0.877082495,0.57979974
0.808299332,0.965427437,0.914355917,0.927564203,7.211102551,18.13835715,28.26658805,41.83300133,12.79875864,30.38330885,45.28751297,65.79385087,0.99576543,0.983870693,1.037644368,1.015991052,0,0,0,0,0.149416265,0.182767787,0.276948451,0.322378184
0.985180705,1.072971816,1.005751743,0.995531193,8.306623863,15.45962483,24.55605832,39.5347948,15.33957237,26.98297879,40.00633082,61.39860655,1.02969328,0.970693062,0.967582592,0.991862478,0.001080647,0,0,0,0.126487123,0.235899754,0.201869853,1.311556055
18.87520784,1.18923297,0.887092861,0.716977417,352.8413241,521.3194798,1056.834424,1059.737703,701.275559,927.9344994,1687.707871,1861.533352,7.145967386,1.055458459,4.773289066,11.12200704,0.044463002,0.00319516,0.003892322,0.018542443,3.166942789,4.492958387,13.51156986,14.27562691
2.084930602,0.815045282,1.11635864,1.489550511,991.6919885,9889.004247,9893.045638,9899.088241,1748.462439,17682.46883,18735.33477,19163.27214,0.964995908,363.4333669,310.7659341,254.9755229,0.004023874,0.016136837,0.076927936,0.19410676,1.162207093,16.33979127,9.952960366,6.209528987
0.991190806,0.735192121,1.124280237,1.326639654,10341.4397,1000052.011,1000053.55,1000054.629,20550.24944,1443593.444,1721850.796,1833154.637,36.03873967,275.307352,6.903353201,1.025052662,0.178659598,0.002144366,0.008103673,0.005069254,48.22422731,318.0750685,384.186663,369.6369853
0.759066614,1.074205904,0.911498819,0.958002502,7.549834435,14.76482306,24.06241883,32.83291032,13.63781258,24.78979281,38.60712918,52.8990792,0.996789234,0.981192597,0.95997188,0.963308457,0,0,0,0,0.072343376,0.090854049,0.165035875,0.298479367
1.18299973,1.289608454,1.39420474,1.018680804,27125.89656,1000369.081,1414283.276,2000000.13,46288.45226,1804632.66,2399401.217,3162724.949,0.980337486,1.017981575,1.111890948,1.257411165,0.002863575,0.001351486,0.002719389,0.005253468,25.80098644,622.9939322,709.9454275,728.1677812
1.141454937,0.931794298,0.888672313,0.862298476,10.39230485,23.4520788,34.02939905,51.25426811,19.19137825,40.51883783,57.30104707,82.61179148,1.115186352,1.120820749,1.107050306,1.095536258,0.002116354,0.001110091,0.002571831,0.005612846,0.316010308,0.531918139,0.767683548,0.702902098
1.27474048,0.989498869,0.858990119,0.944014075,120.3411816,9332.314933,13988.42872,14859.06467,215.6793861,10017.96472,20693.92654,24654.99656,0.968467661,0.996379892,3.574134729,6.834311632,0,0,0.001851461,0.007239791,1.225686028,5.15861275,4.954068805,4.77438218
0.937489052,0.962672323,0.930013947,0.858193049,12.20655562,26.01922366,41.86884283,56.40035461,21.46021121,45.48009631,68.39046889,91.66030119,1.080316748,1.169057071,1.141054045,1.122715772,0,0.001343853,0.002957111,0.005657735,0.432628417,1.306741402,9.720644171,6.370496484
1.897431811,1.332577741,0.978394508,0.947838517,8.544003745,14.56021978,24.49489743,36.66060556,16.33350887,25.97117526,40.10603129,58.45583859,1.083323123,0.985055417,1.015046159,1.003359944,3.96E-04,0,0,0,0.090909091,0.126595475,0.504894917,0.433960484
1.914669916,0.859839429,1.071209076,1.024746095,7.874007874,17.05872211,25.70992026,39.49683532,14.85375286,29.82194003,42.80790263,62.47659557,1.014254937,0.974614087,0.963072137,0.997059123,0.001211033,0,0,0,0.059678601,0.231939826,0.206314171,0.514931213
48.5973145,5.705667994,1.001403764,0.956172349,15975.79128,16484.90828,1000000.156,1000139.228,31778.85438,32787.27024,1036324.721,1421987.317,35.3094645,15.99593286,0.999997507,0.994849008,0.236819602,0.192327884,0,0,9.525630629,14.08210182,591.3180123,579.4957825
0.999776087,1.137830983,1.683014537,1.07776688,1000000.008,1414213.585,1414510.429,2000049.564,1202158.828,2322905.322,2575988.374,3491103.406,0.99996237,1.036441014,1.188944704,1.414741193,0,7.69E-05,0.001122711,0.003793624,17.51614891,103.1073563,218.6801886,248.3911165
0.848344009,0.882335618,0.961023855,0.806144911,24.61706725,901.1825564,14085.10603,1000000.004,43.38168533,1119.079753,16140.14766,1225663.392,0.970570041,0.990726223,0.999406673,5284.988719,4.51E-05,0,0,0.004865213,0.223048633,5.195503739,17.84200372,232.4890651
