IDOS5,IDOS30,IDOS60,IDOS100,KNN5,KNN30,KNN60,KNN100,LIC5,LIC30,LIC60,LIC100,LOF5,LOF30,LOF60,LOF100,LOOP5,LOOP30,LOOP60,LOOP100,SOD5,SOD30,SOD60,SOD100
1.008330926,1.16319458,1.374121748,1.593757606,66.2721661,92.39588735,98.36157786,103.6098451,117.402603,172.3939664,186.2251903,196.9414976,1.1045956,1.498238231,1.745295842,1.726676209,0.071569688,0.784769904,0.91045707,0.908174574,2.058057336,3.446995408,3.051875284,3.352533398
4.988443839,2.073552617,1.420226817,1.521882842,54.96362433,71.61005516,83.20456718,87.53856293,107.3940626,136.0556062,154.9846146,164.706105,1.104054819,1.250089011,1.250451092,1.241509438,0.432207776,0.383242311,0.468778832,0.467928915,2.948948337,3.312399833,4.375215237,4.015934222
3.254024367,1.012738055,1.676131576,2.13518567,56.11595139,92.50945898,96.20810777,99.87992791,109.2091272,172.4620164,183.3208655,191.3931874,1.016651675,1.457566689,1.570693979,1.545436967,0.09491619,0.649855418,0.837698158,0.845050775,2.230232477,3.551165682,4.51837253,4.864558667
1.150736245,2.880609426,2.999395598,2.371286014,67.74215822,76.31513611,80.18728079,83.81527307,130.8765513,146.5795047,154.5813951,161.3325992,1.884097513,1.582842528,1.562247651,1.558521146,0.899882512,0.890003341,0.895084754,0.861519066,2.079963942,2.504304935,1.601634004,1.850707608
0.547661339,1.162985607,1.481605767,1.80753841,74.16198487,87.57282684,92.55808987,96.58157174,128.1063631,164.9723442,176.3176779,184.6904451,1.119375506,1.556697321,1.735697845,1.700658283,0.067559445,0.860440487,0.902956115,0.894850555,2.008121476,3.544783593,2.368522417,2.279631495
3.924519157,0.87505749,1.070607273,1.259399306,41.71330723,95.115719,104.3503713,108.7795937,81.10060432,172.8588533,193.5845818,204.9819515,1.058765725,1.36534025,1.441081023,1.483732393,0,0.516297569,0.724798206,0.78395476,1.618062113,2.334445818,2.585575986,2.76551504
9.788768245,1.836288557,1.401377805,1.313941761,54.29548784,64.81512169,73.39618519,79.99374976,107.8006546,123.4992257,137.8593013,149.6553514,2.079649761,1.68692236,1.649116883,1.621889911,0.995970483,0.944444651,0.881482218,0.899750872,2.866502527,2.569782455,1.637045416,2.657953256
0.509563085,0.775087383,1.063977797,1.357659036,51.14684741,93.30594836,102.9125843,107.9814799,94.62131263,169.3199818,190.6733217,202.8654802,1.018423671,1.276485531,1.407688258,1.457005457,0,0.407351818,0.639782535,0.723300634,2.125652841,2.743025842,4.766736966,3.722994903
5.787121198,1.585936788,1.467175512,1.194735494,61.95159401,80.60397013,92.4175308,100.1099396,122.2091276,150.6770844,171.2693107,186.1574556,2.148609525,1.166193418,1.124666861,1.132217561,0.999544838,0.739165979,0.535748281,0.479800779,5.235588686,5.424378493,4.543862095,5.460032692
0.739425517,0.889921617,1.170833998,1.251582777,62.09669879,102.1224755,108.2728036,114.1884407,111.8382324,185.9534557,203.0324527,215.6878632,1.007392725,1.39529481,1.602028139,1.625664489,0.161055177,0.702521613,0.858887091,0.876727342,2.004058382,4.168284972,3.237082707,2.736281533
1.059006811,0.906360544,1.272691772,1.42920226,52.48809389,92.38506373,98.43779762,103.6580918,96.38809291,167.8879974,183.9501708,195.433401,0.967995504,1.355651804,1.403841334,1.411526776,0,0.510605926,0.691765489,0.70875507,2.335572298,1.817221969,2.182161263,3.306233548
0.74839252,1.171490057,1.707075683,1.753547277,70.36334273,86.67756342,91.13177272,95.95832429,125.3986579,164.1386106,174.5039468,183.3629748,1.121678514,1.5922052,1.686213564,1.698768519,0.074169911,0.803067325,0.881616695,0.88679272,1.964290584,2.259440393,2.193134414,2.927761118
0.359259602,0.817214659,1.032111689,1.215404486,56.0357029,91.48223871,100.6180898,105.9008971,101.6131387,167.5724813,186.9942639,199.1295248,1.010780019,1.266191844,1.381169983,1.480617537,0,0.352500558,0.594583843,0.718333161,2.317930111,2.73479521,2.589859867,3.459755036
2.393250888,3.237165909,2.768388618,2.452124328,82.57118141,92.51486367,96.54532614,99.91496384,158.0186472,178.2676118,186.5124683,193.1868232,2.198420363,1.937718791,1.888742243,1.852798859,0.976016876,0.995492804,0.977665171,0.966884268,4.083291341,4.565508961,4.877781719,4.984311808
2.397324973,3.148752671,2.862500412,2.886839536,83.41462701,95.07365566,100.6826698,104.4126429,162.6059408,184.3023587,194.2990774,201.6255103,1.6934124,1.932337422,1.789455273,1.697478454,0.886685352,0.988200796,0.96525241,0.94037426,5.770715469,3.997502664,4.840114675,7.941996775
0.921585586,0.781780749,0.874707315,1.039737285,55.97320788,98.84836873,105.5319857,111.9285486,102.9860782,180.4370925,197.8248622,211.1384582,0.997771046,1.832743333,1.977637358,1.967295629,0.06996351,0.825454359,0.945419342,0.965327656,3.262476054,3.121973534,3.396446897,3.759429225
0.503281749,0.948620982,1.257015581,1.288032729,62.09669879,96.0104161,103.5905401,110.0954132,108.9728615,176.1388937,193.6206337,207.1182818,0.969498125,1.30806375,1.361318075,1.388559921,0.103395611,0.531804333,0.693818473,0.737182655,1.893574662,2.863298854,3.087389706,3.362494519
