IDOS5,IDOS30,IDOS60,IDOS100,KNN5,KNN30,KNN60,KNN100,LIC5,LIC30,LIC60,LIC100,LOF5,LOF30,LOF60,LOF100,LOOP5,LOOP30,LOOP60,LOOP100,SOD5,SOD30,SOD60,SOD100
0.630197539,1.088426555,1.103936447,1.072856124,28.12472222,58.37807808,89.55445271,133.1803289,49.33857674,99.4950818,146.6971664,213.3294935,1.096205572,1.132741247,1.096979877,1.051546429,0.323148978,0.667626393,0.348605583,0.164163387,0.263329756,0.459002491,0.439421658,1.60301466
1.224395825,0.98459489,0.960868595,0.982451336,48.33218389,356.8234858,761.7683375,1235.926373,79.3645635,542.2232018,1129.115026,1857.022412,1.00821407,1.027549329,1.01084731,1.053111087,0,0,0.012619353,0.06975042,0.1908396,0.995171677,1.154175382,1.162945076
1.625145774,1.1073751,0.918398504,1.112064199,27.11088342,71.03520254,145.1998623,207.5331299,50.09978457,115.0859546,223.5671975,323.9864119,1.26049496,1.025482068,1.045010986,0.971925838,0.695881832,0.044873318,0.201075631,0.083018156,0.242924568,0.952686261,0.846296007,0.809655872
1.50304328,1.07842974,0.923025131,1.066866031,86.90224393,476.3160715,1121.511034,1695.178162,144.566945,744.1325512,1653.327333,2592.328182,1.02555897,1.032248019,1.078321972,1.101229446,0.019727971,0.089092592,0.049938107,0.092602785,0.822235628,0.584745161,0.572663126,0.540057036
1.37162645,1.067544104,0.952923286,1.005686487,70.78135348,280.7561219,598.7361689,955.2041667,124.3993915,450.5188296,904.5314371,1464.61002,1.322250732,1.029855314,1.091957253,1.227128682,0.292669722,0.269093755,0.014312038,0.278784235,0.213025856,0.887532151,0.944722537,1.014787714
0.751978966,0.926677316,1.104762988,0.999377136,197.4715169,1072.130589,1662.080323,2587.180512,300.5026343,1614.568511,2625.314172,4022.563908,0.968325179,1.153667197,1.264938824,1.303062843,0,0.221080264,0.405800119,0.37624388,0.338673884,0.299961736,0.252889792,0.263383551
1.753864509,1.121539059,1.031771382,1.004480788,32.06243908,91.7224073,188.3241886,307.8668543,59.44181293,150.6441734,290.7312358,466.4366332,0.98026894,1.028311591,0.985825648,1.016925463,0.576727807,0.119830801,0.085051963,0,0.155795425,0.969505888,0.964576498,0.943818441
0.803452757,0.974804862,1.131519146,0.957850041,100.284595,445.2538602,737.1560215,1353.526875,163.9181237,684.7687068,1151.731728,2002.9895,1.013748905,1.044634122,0.983729937,1.009985461,0.149450683,0.253168438,0.049816253,0,0.444014006,0.288601829,0.334074469,0.273183012
1.076814194,1.067140756,0.927955669,1.013797713,33.346664,96.71090942,224.4860797,352.691083,61.05649596,153.4580252,332.4913867,537.1100461,1.195932519,0.966203763,1.015907135,1.011557231,0.491135529,0.040786769,0,0.091460349,0.195695683,1.521157733,1.454116284,1.443134263
0.974104613,0.895671626,1.058107494,1.020056895,69.72804314,439.0888293,709.2397338,1070.10607,121.0024431,653.1457459,1105.361218,1669.323234,1.033103314,1.135713657,1.074617083,1.139880716,0.110656256,0.240900175,0.303127454,0.222138572,0.601747455,0.497885324,0.447522218,0.413571638
0.769904968,0.877899261,0.924369514,1.08434916,12.36931688,35.51056181,61.28621378,98.01530493,21.49478632,57.32800148,97.67388425,152.4423955,0.994629425,0.994409638,0.978869244,0.975770436,0,0,0,0,0.21659543,0.229330749,0.257571182,0.247656518
1.857764958,0.820705891,1.16760079,0.976141321,46.34652091,267.9514881,404.9950617,676.4879895,84.16742721,404.2493429,643.9184792,1031.389668,1.11815425,1.0905091,1.091436263,1.140932376,0.808293699,0.24160752,0.20480647,0.126257384,0.17210281,1.146178823,1.208102469,1.247524461
0.682992903,1.122482379,0.907279943,0.875979337,18.76166304,41.82104733,97.09788875,178.3900221,32.56466889,70.42302613,147.2090142,265.7762386,1.026299517,1.016724143,1.052343698,1.103793368,0,0.028982048,0.06180954,0.189969197,0.232003129,0.218863507,0.244222247,0.767786968
1.03844593,1.181484697,1.025142145,0.96839252,24.85960579,44.94441011,75.54468876,128.6234815,45.36501892,78.78470527,122.2059361,196.7748934,1.24990466,1.057282238,1.023496543,1.014211166,0.459080487,0.484700215,0.175601406,0.041873218,0.247563079,0.243903723,0.605005666,1.298482672
2.299430544,0.959749025,0.920010555,0.945923498,14.31782106,36.93237063,71.90966555,118.2116746,27.36208236,60.12387001,110.8969852,180.1700888,1.008800076,0.992787503,1.007695983,0.975707761,0.29341896,0,0,0.030306515,0.223754807,0.250650731,0.227856094,0.492494753
0.969823428,0.949346173,0.885806909,1.037344794,11.35781669,34.14674216,62.53798846,100.448992,20.16932055,54.74811761,97.26545185,153.6938454,1.033360751,0.989487872,0.972671406,0.977699874,0,0,0,0,0.224433443,0.163515122,0.542571357,0.557150447
